stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
BUS738,BUS738,18th St & Iroquuois Trl (SE Corner): BUS738,18th St & Iroquuois Trl (SE Corner) - BUS738,40.3921993630524,-86.8763367685691,0,0
6010,6010,18th St & Shoshone Dr (SE Corner): 6010,,40.3932941826293,-86.8763481802374,0,0
6008,6008,Teal Rd & Edgelea Dr (NE Corner): 6008,,40.3954369558545,-86.8787801013125,0,0
BUS494,BUS494,Fairgrounds on Teal Rd (NE Corner: BUS494,Fairgrounds on Teal Rd (NE Corner) - BUS494,40.3954456963598,-86.8812153696766,0,0
BUS515,BUS515,Teal Rd & Crestview Ct (NE Corner): BUS515,Teal Rd & Crestview Ct (NE Corner) - BUS515,40.3954314331051,-86.8832614322256,0,0
BUS316,BUS316,9th St & Rosemont St (NW Corner): BUS316,9th St & Rosemont St (NW Corner) - BUS316,40.3947890040153,-86.8860718241973,0,0
BUS693,BUS693,9th St & Sarasota Dr (SW Corner): BUS693,9th St & Sarasota Dr (SW Corner) - BUS693,40.3931206699086,-86.8860503665239,0,0
BUS679,BUS679,Bishop Woods on 9th St (West Side): BUS679,Bishop Woods on 9th St (West Side) - BUS679,40.389712923152,-86.8859551480982,0,0
6003,6003,Beck Ln & Bennett Rd (NE Corner): 6003,,40.388003,-86.89111,0,0
6002,6002,Beck Ln & Duroc Dr (NE Corner): 6002,,40.3879838972191,-86.893895149915,0,0
BUS700,BUS700,Limestone &  Beck Ln (NE Corner): BUS700,Limestone &  Beck Ln (NE Corner) - BUS700,40.3879646684039,-86.8969435354516,0,0
5999,5999,Glasswater Creek (North): 5999,,40.3879468005534,-86.8993526069858,0,0
BUS336,BUS336,River City Church on Beck Ln: BUS336,River City Church  on Beck Ln: BUS336,40.3879615176145,-86.9017698724133,0,0
BUS343,BUS343,McDonalds on Old 231: BUS343,McDonalds on Old 231 - BUS343,40.3874115876801,-86.9047346356353,0,0
BUS156,BUS156,Wabash Landing on State St (at shelter): BUS156,Wabash Landing on State St - BUS156,40.4210143042215,-86.9014207661999,0,0
BUS547,BUS547,Mitch Daniels Blv & Russell St (NE Corner): BUS547,Mitch Daniels Blvd & Russell St (NE Corner) - BUS547,40.424234,-86.918942,0,0
BUS898,BUS898,First Street Towers on Mitch Daniels Blvd: BUS898,First Street Towers on Mitch Daniels Blvd - BUS898,40.424308,-86.922719,0,0
BUS566,BUS566,Purdue West on Mitch Daniels Blvd: BUS566,Purdue West on Mitch Daniels Blvd - BUS566,40.4243335380753,-86.9294847207954,0,0
BUS504,BUS504,Purdue West on McCormick Rd: BUS504,Purdue West on McCormick Rd - BUS504,40.427222,-86.930559,0,0
BUS251E,BUS251E,McCormick Rd & Stadium Ave (NE Corner): BUS251E,McCormick Rd & Stadium Ave (NE Corner) - BUS251E,40.4301243786022,-86.9316686793077,0,0
BUS906E,BUS906E,Schwartz Tennis Cntr on McCormick Rd: BUS906E,Schwartz Tennis Cntr on McCormick Rd - BUS906E,40.4364835333514,-86.9361944883427,0,0
BUS393,BUS393,SW Blackbird Farms Apt Buildings (E): BUS393,SW Blackbird Farms Apt Buildings (E) - BUS393,40.442945387539,-86.9424277211683,0,0
BUS236,BUS236,McCormick Rd & Lindberg Rd (SE Corner): BUS236,McCormick Rd & Lindberg Rd - BUS236,40.444768,-86.9435,0,0
6035,6035,Blackbird Farms III Apts: 6035,,40.445991,-86.943503,0,0
5964,5964,Village West on Lindberg (South): 5964,,40.4459698248934,-86.9406599494367,0,0
5965,5965,Lindberg Rd and Kestral Blvd (SW Corner): 5965,,40.4459796940642,-86.936928023831,0,0
5966,5966,Lindberg Rd and Summit Dr (SW Corner): 5966,,40.4460502995259,-86.9227647600676,0,0
5967,5967,Faith West Community Center: 5967,,40.447268,-86.922458,0,0
5968,5968,Northwestern and Neil Armstrong Dr: 5968,,40.452124,-86.926372,0,0
BUS511SW,BUS511SW,Cumberland Ave & Kent Ave (West of): BUS511SW,Cumberland Ave & Kent Ave (West of) - BUS511SW,40.4605558865622,-86.9307033238947,0,0
BUS455S,BUS455S,Salem Courthouse on Cumberland (South): BUS455S,Salem Courthouse on Cumberland (South) - BUS455S,40.46052,-86.927399,0,0
BUS964,BUS964,Cumberland Ave & Yeager Rd (SW Corner): BUS964,Cumberland Ave & Yeager Rd (SW Corner)  - BUS964,40.460603,-86.925062,0,0
BUS136,BUS136,Cumberland Ave & Manchester St (SW Corner): BUS136,Cumberland Ave & Manchester St (SW Corner) - BUS136,40.46057,-86.92061,0,0
BUS133,BUS133,Cumberland Pointe on Cumberland Ave(South): BUS133,Cumberland Pointe on Cumberland (South) - BUS133,40.4603998637438,-86.9189771663533,0,0
BUS138,BUS138,Cumberland Ave & Salisbury St (SW Corner): BUS138,Cumberland Ave & Salisbury St (SW Corner) - BUS138,40.4603784060704,-86.9158108184225,0,0
BUS131W,BUS131W,N Salisbury St & Westminster Village N: BUS131W,N Salisbury St & Westminster Village N (NW Corner) - BUS131W,40.4586121713288,-86.9156941423234,0,0
BUS130,BUS130,Westminster Village S & N Salisbury St: BUS130,Westminster Village S & Salisbury (NW Corner) - BUS130,40.457042,-86.915715,0,0
BUS149,BUS149,Salisbury St & Kent Ave (at Shelter): BUS149,Salisbury St & Kent Ave (at Shelter) - BUS149,40.455419,-86.915778,0,0
BUS293,BUS293,Salisbury St & Navajo St (at Shelter): BUS293,Salisbury St & Navajo St (at Shelter) - BUS293,40.4510563880835,-86.9158430049326,0,0
BUS633NW,BUS633NW,Salisbury St & Sycamore Ln (NW Corner): BUS633NW,Salisbury St & Sycamore Ln (NW Corner) - BUS633NW,40.4482910304243,-86.9158470282464,0,0
BUS365NW,BUS365NW,Salisbury St & Lindberg Rd (NW Corner): BUS365NW,Salisbury St & Lindberg Rd (NW Corner) - BUS365NW,40.4458609705668,-86.9142679896864,0,0
BUS924,BUS924,Salisbury St & Riley Ln (Southeast of): BUS924,Salisbury St & Riley Ln (Southeast of) - BUS924,40.443075474684,-86.9127651699046,0,0
BUS582,BUS582,Salisbury St & Grant St (Southeast of): BUS582,Salisbury St & Grant St (Southeast of) - BUS582,40.4414835835387,-86.9103994614124,0,0
BUS637NW,BUS637NW,Salisbury St & Rockland Dr (NW Corner): BUS637NW,Salisbury St & Rockland Dr (NW Corner) - BUS637NW,40.4391367682917,-86.9078956683653,0,0
BUS224,BUS224,Salisbury St & Leslie Ave (NW Corner): BUS224,Salisbury St & Leslie Ave (NW Corner) - BUS224,40.4368312917251,-86.9061387721383,0,0
BUS333NW,BUS333NW,Salisbury St & Meridian St (NW Corner): BUS333NW,Salisbury St & Meridian St (NW Corner) - BUS333NW,40.435305,-86.905928,0,0
BUS636NW,BUS636NW,Salisbury St & Dehart St (NW Corner): BUS636NW,Salisbury St & Dehart St (NW Corner) - BUS636NW,40.4327529926749,-86.9058008137823,0,0
BUS291NW,BUS291NW,Salisbury St & Stadium Ave (NW Corner): BUS291NW,Salisbury St & Stadium Ave (NW Corner) - BUS291NW,40.4308808106709,-86.9057552162263,0,0
BUS647,BUS647,Stadium Ave & Vine St (NE Corner): BUS647,Stadium Ave & Vine St (NE Corner) - BUS647,40.4308459419516,-86.9080364351294,0,0
BUS634,BUS634,Stadium Ave & Grant St (NE Corner): BUS634,Stadium Ave & Grant St (NE Corner) - BUS634,40.4309752849807,-86.9102569351638,0,0
BUS530N,BUS530N,W Stadium Ave & Garfield St (NE Corner): BUS530N,,40.4314227614958,-86.9130703633042,0,0
BUS402,BUS402,Littleton St & Wiggins St: BUS402,Littleton St & Wiggins St - BUS402,40.426237,-86.903733,0,0
BUS336S,BUS336S,Beck Ln & Old US231 (at Strip Mall): BUS336S,,40.3878648810306,-86.9027967395065,0,0
6000,6000,Glasswater Creek (South): 6000,,40.387887,-86.89941,0,0
5904,5904,Beck Ln & Limestone Ln (SW Corner): 5904,,40.387869217727,-86.8971119720224,0,0
6001,6001,Beck Ln @ RRX (SW Corner): 6001,,40.387901,-86.893649,0,0
5903,5903,Castaway Bay: 5903,,40.387916,-86.890443,0,0
6004,6004,9th St & Lafayette Dr (SE Corner): 6004,,40.388719,-86.885735,0,0
6005,6005,9th St & Sarasota Dr (SE Corner): 6005,,40.393157,-86.885836,0,0
6006,6006,9th St & Rosemont St (SE Corner): 6006,,40.394645,-86.885852,0,0
5919,5919,"Wendy's on Teal Rd: 5919",,40.3953189871799,-86.8820639245192,0,0
6007,6007,Teal Rd & Edgelea Dr (SW Corner): 6007,,40.3953454761871,-86.8789542704079,0,0
6009,6009,18th St & Shoshone Dr (NW Corner): 6009,,40.393438,-86.876508,0,0
5891,5891,18th St & Iroquois Trl (NW Corner): 5891,,40.3923559671473,-86.8764690405023,0,0
6011,6011,18th St & Foxhall Dr (NW Corner): 6011,,40.3903411219077,-86.876443879894,0,0
BUS155,BUS155,Edgelea Elementary School on 18th St: BUS155,Edgelea Elementary School on 18th St - BUS155,40.3873885968138,-86.8763441204723,0,0
BUS807W,BUS807W,18th St & Manitou Dr (NW Corner): BUS807W,18th St & Manitou Dr (NW Corner) - BUS807W,40.3854736915513,-86.8763380871021,0,0
BUS865,BUS865,18th St & Eastway St (NW Corner): BUS865,18th St & Eastway St (NW Corner) - BUS865,40.3836149205932,-86.8762871251278,0,0
6047,6047,Eagles-Twyckenham & 18th St (south of): 6047,,40.381108493859,-86.8762755923629,0,0
BUS869,BUS869,18th St & Normandy Dr (NW Corner): BUS869,18th St & Normandy Dr (NW Corner) - BUS869,40.378214,-86.876233,0,0
BUS871,BUS871,18th St & Ortman Ln (NW Corner): BUS871,18th St & Ortman Ln (NW Corner) - BUS871,40.3751079775247,-86.8761373650386,0,0
BUS873,BUS873,18th St & Bridgewater Circle (West Side): BUS873,18th St & Bridgewater Circle (West Side) - BUS873,40.3709898333118,-86.8760950138189,0,0
BUS874,BUS874,Valley Lakes Center on Vet Mem Pkwy S: BUS874,Valley Lakes Center on Vet Mem Pkwy S - BUS874,40.3670541407086,-86.8741703065767,0,0
BUS875SW,BUS875SW,Vet Mem Pkwy S & Regal Valley Dr: BUS875SW,Vet Mem Pkwy S & Regal Valley Dr - BUS875SW,40.3670529213514,-86.8713609439962,0,0
BUS876,BUS876,Foxfire Apts on Veterans Mem Pkwy S: BUS876,Foxfire Apts on Veterans Mem Pkwy S - BUS876,40.3670366613974,-86.8682505598311,0,0
6014,6014,Concord Rd & Daugherty Dr (SE Corner): 6014,,40.3690363015233,-86.8570267879348,0,0
6016,6016,Concord Rd & Olympia Dr (SE Corner): 6016,,40.3767850626824,-86.8571563673116,0,0
BUS709E,BUS709E,Bay Pointe Apts (east side of Concord Rd): BUS709E,,40.383043,-86.8572,0,0
5938,5938,Concord Rd and Maple Point Dr (SE): 5919,,40.3863477520382,-86.8572368705549,0,0
6019,6019,Maple Point Dr & Sirocco Way (SW Corner): 6019,,40.3866519272069,-86.8524200135874,0,0
6021,6021,Humane Society & Master Gardeners (SW Corner):6021,Humane Society & Master Gardeners (SW Corner): 6021,40.38506,-86.846888,0,0
BUS127,BUS127,Tippecanoe County Community Corrections: BUS127,,40.456775,-86.876203,0,0
BUS121,BUS121,MAIL Inc: BUS121,,40.45141,-86.87723,0,0
BUS145,BUS145,Duncan & 9th St (West of): BUS145,,40.44697,-86.87958,0,0
5975,5975,9th St & Widewater Dr (NW Corner): 5975,,40.443761,-86.882831,0,0
BUS122,BUS122,McAllister Park: BUS122,,40.44019,-86.88508,0,0
BUS160,BUS160,Tick Tock Tavern: BUS160,,40.4369393771327,-86.8861267679043,0,0
BUS152,BUS152,River Walk Apartments on 9th St: BUS152,River Walk Apartments on 9th St - BUS152,40.4351916189191,-86.8866680798999,0,0
BUS661,BUS661,South St & McGrath Ave (West of): BUS661,South St & McGrath Ave (West of) - BUS661,40.4173071020559,-86.8837213440157,0,0
BUS962,BUS962,South St & Douglas St (SW Corner): BUS962,South St & Douglas St (SW Corner) - BUS962,40.4173101733512,-86.8755280599313,0,0
BUS967,BUS967,South St & Thompson St (SW Corner): BUS967,South St & Thompson St (SW Corner) - BUS967,40.4173846572331,-86.871389480299,0,0
BUS694SW,BUS694SW,South St & 26th St (SW Corner): BUS694SW,,40.4174365620537,-86.8676410415924,0,0
BUS695SW,BUS695SW,South St & 29th St (SW Corner): BUS695SW,,40.4174536498338,-86.8642709099534,0,0
BUS696SW,BUS696SW,South St & Earl Ave (SW Corner): BUS696SW,,40.4174854976074,-86.8609208681023,0,0
5948,5948,South St & Sagamore Pkwy (East of): 5948,,40.41743,-86.857068,0,0
6042,6042,South St & Century Place (East of): 6042,,40.417444,-86.853369,0,0
BUS475,BUS475,South St & 36th St (Southeast of): BUS475,South St & 36th St (Southeast of) - BUS475,40.4174401934004,-86.8493239753909,0,0
BUS384,BUS384,South St & Executive Dr (SE Corner): BUS384,South St & Executive Dr (SE Corner) - BUS384,40.4174389193916,-86.8437143769094,0,0
BUS816,BUS816,South St & Creasy Ln (Southeast of): BUS816,South St & Creasy Ln (Southeast of) - BUS816,40.4175048558666,-86.8366676848875,0,0
5949,5949,South St & Fairington Ave (East of): 5949,,40.417559,-86.830735,0,0
5950,5950,Park East Blvd & Commerce (SW Corner): 5950,,40.4150796623566,-86.8291277586169,0,0
BUS503,BUS503,Walmart (Lafayette east): BUS503,Walmart (Lafayette east) - BUS503,40.4138466692181,-86.827811777892,0,0
5951,5951,Marketplace Dr @ IHOP: 5951,,40.4169124430437,-86.8268034079426,0,0
5952,5952,South St & Progress Dr (East of): 5952,,40.4175256945743,-86.8242748241166,0,0
BUS277S,BUS277S,SR 26 & Frontage Rd (South Side of SR26): BUS277S,SR 26 & Frontage Rd (South Side of SR26) - BUS277S,40.4173664997438,-86.8167219648792,0,0
BUS372,BUS372,Meijer Ct & Meijer Dr (SW Corner): BUS372,Meijer Ct & Meijer Dr (SW Corner) - BUS372,40.4167109269732,-86.8142642763948,0,0
BUS257,BUS257,Meijer Store East (at Shelter): BUS257,Meijer Store East (at Shelter) - BUS257,40.41539,-86.8138,0,0
BUS595W,BUS595W,Happy Hollow Apts on Happy Hollow Rd: BUS595W,Happy Hollow Apts on Happy Hollow Rd - BUS595W,40.4507417307889,-86.9016814569311,0,0
BUS361NW,BUS361NW,Happy Hollow Rd & Chippewa St (NW Corner):BUS361NW,Happy Hollow Rd & Chippewa St (NW Corner) - BUS361NW,40.4499554664831,-86.901105522074,0,0
BUS596,BUS596,Happy Hollow Rd & Knox Dr (NW Corner): BUS596,Happy Hollow Rd & Knox Dr (NW Corner) - BUS596,40.4483019046712,-86.8997677584197,0,0
BUS597W,BUS597W,Happy Hollow Rd & Pathway Ln (SW Corner): BUS597W,Happy Hollow Rd & Pathway Ln (SW Corner) - BUS597W,40.446612560465,-86.8994380153264,0,0
BUS599W,BUS599W,Happy Hollow Rd & Laurel Dr (SW Corner): BUS599W,Happy Hollow Rd & Laurel Dr (SW Corner) -  BUS599W,40.4440949188174,-86.8996693329968,0,0
BUS123W,BUS123W,Nobb Hill Apts on Happy Hollow (West): BUS123W,Nobb Hill Apts on Happy Hollow (West) - BUS123W,40.4393655322204,-86.8993760059717,0,0
BUS600E,BUS600E,Catherwood Dr & Catherwood Ct (SW corner): BUS600E,Catherwood Dr & Catherwood Ct (SW corner) - BUS600E,40.4369209070509,-86.8982644146544,0,0
BUS066,BUS066,North River Rd (SW at shelter): BUS066,North River Rd (SW at shelter) - BUS066,40.4319925863738,-86.8992522000821,0,0
BUS602W,BUS602W,River Rd & Robinson (NW Corner): BUS602W,River Rd & Robinson (NW Corner) - BUS602W,40.428513,-86.900827,0,0
BUS124,BUS124,River Rd & Quincy St (at Shelter): BUS124,River Rd & Quincy St (at Shelter) - BUS124,40.427241,-86.901458,0,0
BUS580,BUS580,River Rd & Howard Ave (SW of Corner): BUS580,River Rd & Howard Ave (SW of Corner) - BUS580,40.423842,-86.903363,0,0
BUS540,BUS540,Pi Beta Phi (on Russell St): BUS540,,40.4245414092864,-86.9190750669882,0,0
BUS810,BUS810,Russell St & 4th St (SE Corner); BUS810,Russell St & 4th St (SE Corner) - BUS810,40.4282278040181,-86.9191214514328,0,0
BUS698,BUS698,Historical Museum on 9th St (West side): BUS698,Historical Museum on 9th St (West side) - BUS698,40.416797,-86.886797,0,0
BUS683,BUS683,9th St & Hitt St (NW Corner): BUS683,9th St & Hitt St (NW Corner) - BUS683,40.4134565577625,-86.8866720791786,0,0
5995,5995,9th St & Elliott St (NW Corner): 5995,,40.4110736810413,-86.8865663505127,0,0
BUS253E,BUS253E,Kossuth St & 9th St (East of): BUS253E,Kossuth St & 9th St (East of) - BUS253E,40.409951970539,-86.8859404108232,0,0
BUS288,BUS288,Kossuth St & 11th St (SW Corner): BUS288,Kossuth St & 11th St (SW Corner) - BUS288,40.4099617567584,-86.8842302492292,0,0
BUS108,BUS108,Kossuth St & 14th St (SW Corner): BUS108,Kossuth St & 14th St (SW Corner) - BUS108,40.4099756330986,-86.8818054320724,0,0
5990,5990,Kossuth St & 16th St (SW Corner): 5990,,40.4100075576421,-86.8785019549905,0,0
BUS725W,BUS725W,18th St & Adams St (NW Corner): BUS725W,18th St & Adams St (NW Corner) - BUS725W,40.4082838971377,-86.8769042081004,0,0
BUS256S,BUS256S,State St & 18th (SE Corner): BUS256S,State St & 18th (SE Corner) - BUS256S,40.4060137041348,-86.8764002117402,0,0
BUS726S,BUS726S,State St & 20th St (SW Corner): BUS726S,State St & 20th St (SW Corner) - BUS726S,40.4047279301124,-86.8744457885292,0,0
BUS727,BUS727,State St & 22nd St (SW Corner): BUS727,State St & 22nd St (SW Corner) - BUS727,40.4030327739139,-86.8719191474866,0,0
BUS378SW,BUS378SW,Earl Ave & State St (SW Corner): BUS378SW,Earl Ave & State St (SW Corner) - BUS378SW,40.4015884042733,-86.8697277825909,0,0
BUS414,BUS414,26th St & Gregory Ave (NW Corner): BUS414,26th St & Gregory Ave (NW Corner) - BUS414,40.3991556405518,-86.8670925120766,0,0
BUS311,BUS311,Rural King on 26th St (at Shelter): BUS311,Rural King on 26th St (at Shelter) - BUS311,40.3967590866541,-86.8669195095849,0,0
BUS252,BUS252,Sagamore Pkwy & Win Hentschel Blvd (NE): BUS252,,40.4646444597628,-86.9362707100076,0,0
BUS395,BUS395,Sagamore Pkwy W & Morehouse Rd (NW Corner): BUS395,,40.4672006051064,-86.9400486016302,0,0
BUS385,BUS385,Genoa Dr (East): BUS385,,40.4691131336689,-86.9442140802765,0,0
BUS396,BUS396,Genoa Dr & Paramont Dr: BUS396,,40.469666,-86.945745,0,0
BUS180NW,BUS180NW,Sagamore Pkwy & Paramount Dr (NW corner): BUS180NW,Sagamore Pkwy & Paramount Dr (NW corner) - BUS180NW,40.4678332359637,-86.9473175422508,0,0
BUS178,BUS178,Maples Park and Barrington West: BUS178,,40.4676874260716,-86.9501337081274,0,0
6045,6045,"McDonald's at Meijer West Lafayette: 6045",,40.4684619849509,-86.9553808582025,0,0
BUS171,BUS171,Meijer West Lafayette: BUS171,,40.469433,-86.957676,0,0
BUS174,BUS174,Meijer West Lafayette frontage road: BUS174,Meijer West Lafayette frontage road - BUS174,40.468561,-86.95818,0,0
BUS314,BUS314,Klondike Dental Care: BUS314,,40.4661948951611,-86.9621373581621,0,0
BUS226,BUS226,Klondike & Elite Lane (West): BUS226,,40.460373,-86.962164,0,0
BUS463,BUS463,52 Flats on Klondike Rd (West): BUS463,,40.457634,-86.962144,0,0
BUS268SW,BUS268SW,Snowdrop Dr (for Cumberland Ave): BUS268SW,,40.4543192955446,-86.9621406174982,0,0
6037,6037,3rd Street & Columbia St (NW corner): 6037,,40.4183081436048,-86.8942842018999,0,0
6039,6039,3rd Street & Alabama St (NW corner): 6039,3rd Street & Columbia St (NW corner): 6039,40.4165094549748,-86.8942928308541,0,0
BUS150,BUS150,Alabama St & 4th St (SW Corner): BUS150,Alabama St & 4th St (SW Corner) - BUS150,40.4163702683192,-86.8932114875016,0,1
BUS194,BUS194,Fountain St & 4th St (NW Corner): BUS194,Fountain St & 4th St (NW Corner) - BUS194,40.4128250728574,-86.893052001979,0,0
BUS240,BUS240,4th St & Fairmont St (NW Corner): BUS240,4th St & Fairmont St (NW Corner) - BUS240,40.4087506780079,-86.8930572276372,0,0
5954,5954,4th St & Central St (SW Corner): 5954,,40.406603,-86.893028,0,0
BUS399,BUS399,4th St & Owen St (NW Corner): BUS399,4th St & Owen St (NW Corner) - BUS399,40.4052608767907,-86.893038231206,0,0
BUS264W,BUS264W,4th St & Montefiore St (NW Corner): BUS264W,4th St & Montefiore St (NW Corner) - BUS264W,40.4018123687394,-86.8930978711306,0,0
BUS665,BUS665,4th St & Williams Ridge/Saw Mill Rd: BUS665,4th St & Williams Ridge/Saw Mill Rd - BUS665,40.3980760513589,-86.8945610162354,0,0
BUS261,BUS261,4th St & Teal Rd (North of): BUS261,4th St & Teal Rd (North of) - BUS261,40.396167,-86.895664,0,0
